#{"t_start": 1786221762.9565427, "env_id": "LunarLander-v3"}
r,l,t
-3.442304,71,0.031012
-414.987905,88,0.053395
-130.885831,62,0.068508
-338.353129,128,0.096942
-331.297186,76,0.112782
-231.403016,106,0.131564
-84.651386,59,0.143099
-111.212243,88,0.158688
-116.280852,85,0.176355
-94.711162,112,0.20003
-372.069476,74,0.213028
-451.167676,92,0.272193
-95.489198,146,0.447916
-359.599789,86,0.548679
-73.014846,79,0.644363
-184.456827,123,0.777548
-303.651309,89,0.870595
-229.092122,92,0.970016
-214.102038,138,1.10461
-297.929395,145,1.246301
-467.003513,103,1.357029
-260.846267,106,1.456554
-40.087446,108,1.581773
-195.157247,109,1.696669
-40.72247,84,1.800457
-103.607783,185,1.994749
-25.447303,122,2.129076
-33.333938,146,2.285982
-125.080695,105,2.401645
-24.160619,165,2.569899
-34.790133,143,2.719141
-127.343848,178,2.912892
-291.446511,112,3.019282
-628.628896,143,3.162585
-83.35479,138,3.310261
-134.927419,153,3.470405
-409.005055,156,3.628317
-304.440188,169,3.813347
-406.397229,191,4.029941
-185.407103,155,4.17913
-208.036003,91,4.281754
-95.086179,105,4.395535
-131.192699,87,4.483639
-179.503538,97,4.5874
-221.102544,127,4.719421
-133.654164,165,4.892939
-248.207438,635,5.595347
-120.730033,354,6.100802
-363.193582,614,7.106214
-210.783997,526,7.901528
-323.661733,293,8.280363
-370.568077,312,8.761158
-93.265382,269,9.55349
-129.1252,1000,11.288558
-508.866571,164,11.625424
-321.12931,120,11.887515
-117.094363,1000,13.330955
-215.133456,178,13.553025
-123.444104,1000,14.786909
-135.69895,1000,16.320859
-0.900179,1000,17.821644
-115.835595,809,18.852746
-12.09957,346,19.39986
-114.926519,1000,20.589129
-88.823691,1000,21.799239
-105.980126,1000,23.042471
-41.94445,1000,24.23741
28.474057,1000,25.451123
-71.471423,1000,26.631528
-39.970886,1000,27.863453
-80.945972,1000,29.032448
-55.389861,1000,30.218081
-64.633977,1000,31.391744
-68.137598,1000,32.585829
24.024835,1000,33.750345
-37.84056,1000,34.891898
-63.991607,1000,36.118279
-90.031465,1000,37.389277
-167.490408,649,38.213684
-47.823882,1000,39.494657
-166.825919,716,40.384247
-81.89421,1000,41.730456
-71.337703,1000,43.035337
-59.617825,1000,44.288565
-63.961288,1000,45.620929
-54.800285,1000,46.893232
-54.731624,1000,48.167559
-190.942967,843,49.278355
-117.007316,504,49.909416
18.730209,1000,51.149951
-101.581684,1000,52.416256
2.599027,1000,53.684383
-224.348305,807,54.704752
-115.733505,1000,55.953494
1.71894,1000,57.221138
-27.863479,1000,58.508598
157.684017,943,59.650105
-28.547288,1000,60.902398
136.455447,763,61.840377
