#{"t_start": 1787089568.4990027, "env_id": "LunarLander-v3"}
r,l,t
-51.362519,104,0.191969
-136.265169,74,0.288426
-132.788333,86,0.400493
-107.90509,77,0.497117
-167.262851,123,0.64648
-86.904823,70,0.729312
-119.852709,68,0.811904
-78.202468,96,0.936262
-296.98849,114,1.082352
-74.420625,73,1.17722
-117.480849,90,1.288695
-52.995278,90,1.396848
-98.17667,129,1.549165
-76.105706,66,1.628085
-120.229989,67,1.707422
-117.893696,60,1.778695
-72.968588,68,1.860099
-326.972433,102,1.980664
-160.327213,101,2.089915
-413.262575,103,2.220586
-411.182411,79,2.313411
-105.56467,57,2.380778
-241.860374,131,2.517323
-197.483404,102,2.583416
-392.244241,98,2.703894
-255.495451,75,2.787139
-221.353914,90,2.897825
-269.171367,70,2.945374
-116.617489,108,3.010696
-76.403902,69,3.072011
-304.777688,140,3.245495
-86.043246,61,3.316745
-154.235363,87,3.417736
-244.602585,107,3.541378
-120.449243,105,3.655235
-273.918201,95,3.771445
-174.002301,111,3.904643
-100.176826,61,3.973202
-105.081305,114,4.114161
-283.41263,116,4.248595
-303.252521,122,4.414774
-84.983142,80,4.527172
-354.983478,96,4.645949
-268.524285,104,4.770638
-255.8865,106,11.237471
-118.273651,107,11.334963
-121.048653,111,11.441978
-170.730436,101,11.514637
-222.658414,97,11.633805
-89.528692,61,11.699055
-101.055859,73,11.8064
-108.3601,76,11.906081
-349.597915,127,12.044479
-108.003256,101,12.195894
-228.57758,79,12.311918
-83.476036,72,12.413186
-112.650326,83,12.516396
-157.416992,91,12.62653
-119.875375,108,12.753536
5.959679,113,12.885329
-65.786901,84,12.985683
-276.541844,98,13.108026
-104.325755,71,13.184701
-172.97242,127,13.344875
-260.670029,74,13.42259
-79.002391,84,13.533623
-63.817586,68,13.612664
-101.196982,72,13.693355
-138.479007,95,13.802353
-116.913808,93,13.921321
-99.145034,83,14.010078
-166.883957,86,14.118504
-124.887245,117,14.260891
-101.723469,62,14.308406
-69.631082,101,14.38611
-132.068922,78,14.435271
-114.312247,73,14.485933
-122.958398,111,14.559763
-145.487129,108,14.68936
-413.845152,105,14.815423
-220.486813,106,14.958918
-152.160151,99,15.079974
-117.853445,102,15.206697
-116.735051,84,15.275972
-129.697904,75,15.345238
-182.699162,100,15.464734
-302.980619,96,15.582821
-391.07401,101,15.701189
-287.617535,118,21.460276
-222.341671,115,21.606819
-27.589656,75,21.713985
-123.923651,91,21.829552
-1.50427,108,21.962219
-84.605889,90,22.070793
-120.007568,91,22.179131
-415.465103,98,22.294751
-123.192079,128,22.442639
-86.841455,88,22.549487
-80.403253,78,22.641503
-108.62509,138,22.79714
-104.463878,104,22.923478
