#{"t_start": 1786222369.397322, "env_id": "LunarLander-v3"}
r,l,t
-351.158977,123,0.038522
-131.249228,91,0.061342
-207.867674,68,0.078897
-28.939202,100,0.102933
-165.300501,102,0.12818
-402.625129,96,0.153622
-157.741211,85,0.175881
-229.135721,81,0.190852
-119.822411,103,0.209981
-428.380855,88,0.226706
-257.593606,92,0.278694
-373.863151,115,0.417764
-348.014044,95,0.549286
-98.434358,134,0.724776
-164.190638,95,0.831319
-118.862684,84,0.927128
-134.956373,69,0.995319
-84.300658,68,1.078116
-41.092405,82,1.172651
-106.242479,73,1.248759
-71.786996,88,1.343952
-109.196929,73,1.430377
-118.081864,98,1.533793
-205.556155,118,1.666755
-162.489333,83,1.743865
-172.438587,110,1.86256
-84.252574,121,1.995171
-193.665739,124,2.145589
-131.36234,89,2.261066
-101.477306,131,2.438991
-132.724514,73,2.525566
-228.055782,137,2.706091
-85.069082,87,2.81815
-144.723702,88,2.928927
-72.781705,138,3.101255
-100.010218,135,3.286515
-138.712676,174,3.510333
-207.051247,139,3.671294
-136.36576,125,3.825824
-126.021097,109,3.947066
9.663498,122,4.090545
-146.408165,128,4.244996
-91.42254,135,4.403723
-139.039141,130,4.565732
-158.036175,208,4.798235
-227.590498,390,5.261144
-47.16497,120,5.401168
-39.259961,158,5.635505
-6.810149,151,5.866243
-99.162577,356,6.467068
-74.533574,152,6.713439
-70.417527,81,6.844652
-120.176327,1000,8.291653
-44.335304,1000,10.274787
-105.920647,1000,12.073232
-150.132579,1000,13.464316
-114.920435,1000,14.839702
-76.222129,1000,16.26851
-87.15662,1000,17.725852
-88.608963,1000,19.000705
-142.131529,1000,20.361931
-146.802239,1000,21.61636
-147.247751,1000,22.865621
-123.193568,1000,24.080378
-156.773055,1000,25.281194
-129.422968,1000,26.526637
-130.032952,1000,27.771549
-51.260326,1000,29.003766
-130.329589,1000,30.300667
-68.795529,1000,31.551645
-98.445218,1000,32.782826
-87.982012,1000,34.019964
-62.705869,1000,35.257468
-91.756421,1000,36.518275
-69.941725,1000,37.773955
-61.811959,1000,39.023696
-71.585836,1000,40.291259
-29.845598,1000,41.534271
-1.719316,1000,42.807785
-53.824459,1000,44.068769
-117.045214,1000,45.349676
157.273785,704,46.235887
-71.29749,1000,47.502283
-66.003846,1000,48.690999
-92.624064,1000,49.935153
-1.810706,1000,51.175254
-88.785419,1000,52.43083
-52.981433,1000,53.709085
-62.399664,282,54.054184
-74.802423,1000,55.338347
-40.451605,283,55.722614
-28.666143,1000,57.064295
-27.050455,1000,58.354717
23.092561,1000,59.680055
-19.981265,239,59.99859
-109.419309,1000,61.302241
-23.532407,214,61.562724
-94.163573,1000,62.826431
11.455703,1000,64.088959
