#{"t_start": 1786222882.903115, "env_id": "LunarLander-v3"}
r,l,t
-351.158977,123,0.039414
-131.249228,91,0.058494
-207.867674,68,0.070428
-28.939202,100,0.092332
-165.300501,102,0.119467
-402.625129,96,0.13701
-157.741211,85,0.152524
-229.135721,81,0.168706
-119.822411,103,0.188812
-428.380855,88,0.206054
-257.593606,92,0.255739
-373.863151,115,0.39636
-348.014044,95,0.509851
-98.434358,134,0.663043
-164.190638,95,0.757478
-118.862684,84,0.85513
-134.956373,69,0.934263
-84.300658,68,1.006962
-41.092405,82,1.085367
-106.242479,73,1.15285
-71.786996,88,1.242115
-109.196929,73,1.334396
-118.081864,98,1.442985
-205.556155,118,1.571269
-162.489333,83,1.648927
-172.438587,110,1.763026
-84.252574,121,1.894871
-193.665739,124,2.033212
-131.36234,89,2.138468
-101.477306,131,2.274356
-132.724514,73,2.363772
-228.055782,137,2.514359
-85.069082,87,2.604181
-144.723702,88,2.690825
-72.781705,138,2.83916
-100.010218,135,2.990844
-138.712676,174,3.190222
-207.051247,139,3.353857
-136.36576,125,3.500456
-126.021097,109,3.626359
9.663498,122,3.750732
-146.408165,128,3.891129
-91.42254,135,4.046078
-139.039141,130,4.250681
-158.036175,208,4.495273
-227.590498,390,4.959062
-47.16497,120,5.092826
-39.259961,158,5.263994
-6.810149,151,5.438537
-99.162577,356,5.84436
-74.533574,152,6.016697
-70.417527,81,6.122002
-120.176327,1000,7.45189
-44.335304,1000,9.142531
-105.920647,1000,11.19391
-150.132579,1000,12.899488
-114.920435,1000,14.534183
-76.222129,1000,15.811096
-87.15662,1000,17.377239
-88.608963,1000,18.883473
-142.131529,1000,20.198689
-146.802239,1000,21.464641
-147.247751,1000,22.778475
-123.193568,1000,24.117003
-156.773055,1000,25.387744
-129.422968,1000,26.703509
-130.032952,1000,28.034615
-51.260326,1000,29.708677
-130.329589,1000,31.345343
-68.795529,1000,32.720006
-98.445218,1000,33.983475
-87.982012,1000,35.274911
-62.705869,1000,36.570754
-91.756421,1000,37.881496
-69.941725,1000,39.24721
-61.811959,1000,40.544429
-71.585836,1000,41.839132
-29.845598,1000,43.092396
-1.719316,1000,44.39186
-53.824459,1000,45.69047
-117.045214,1000,46.951779
157.273785,704,47.883025
-71.29749,1000,49.196222
-66.003846,1000,50.519366
-92.624064,1000,52.039657
-1.810706,1000,53.375524
-88.785419,1000,54.675646
-52.981433,1000,55.995224
-62.399664,282,56.365722
-74.802423,1000,57.681929
-40.451605,283,58.037295
-28.666143,1000,59.340757
-27.050455,1000,60.60594
23.092561,1000,61.860458
-19.981265,239,62.174132
-109.419309,1000,63.480266
-23.532407,214,63.75126
-94.163573,1000,65.037818
11.455703,1000,66.317625
