#{"t_start": 1786223306.7007396, "env_id": "LunarLander-v3"}
r,l,t
-3.442304,71,0.025157
-414.987905,88,0.050693
-130.885831,62,0.067935
-338.353129,128,0.09682
-331.297186,76,0.112132
-231.403016,106,0.130843
-84.651386,59,0.141776
-111.212243,88,0.161354
-116.280852,85,0.177653
-94.711162,112,0.202084
-372.069476,74,0.215728
-468.926635,92,0.275795
-238.358525,131,0.435477
-62.689395,146,0.617299
-125.718328,80,0.708204
-113.719432,67,0.788591
-158.696721,83,0.885514
-184.575078,102,0.988791
-220.746372,117,1.111718
-317.938567,134,1.24998
-80.684545,135,1.386523
-248.527725,122,1.52273
-65.417206,139,1.664632
-174.71766,140,1.802897
-121.294674,73,1.884335
-138.396059,127,2.016346
-175.514925,88,2.104166
-162.065739,126,2.231524
-253.982518,138,2.375669
-107.807549,105,2.486816
-180.470182,127,2.619645
-198.659222,177,2.811336
-148.240783,143,2.969222
-143.826993,139,3.120101
-112.142896,139,3.287461
-88.61681,155,3.451152
-101.549885,125,3.582621
-132.996316,119,3.712569
-95.969438,157,3.893379
-109.88566,193,4.104501
-38.211323,101,4.220985
-97.083794,202,4.469135
-220.488934,190,4.689242
-118.455711,186,4.916543
-54.822619,117,5.05468
-80.154011,1000,6.351247
-49.373117,169,6.679232
-111.244657,194,6.986099
105.488891,1000,8.473572
-164.216451,1000,10.516929
-69.014202,1000,12.25756
-116.005853,1000,13.720977
-126.764084,1000,15.122185
-110.816553,1000,16.595832
-100.864861,1000,18.094373
-123.453763,1000,19.436642
-111.835092,1000,20.708151
-104.047672,1000,21.933779
-118.815661,1000,23.166202
-125.812544,1000,24.415596
-106.643444,1000,25.652697
-135.733585,1000,26.833221
-144.005686,1000,28.180353
-101.628967,1000,29.485134
-133.414932,1000,30.716181
-7.568733,1000,31.971438
-19.547797,1000,33.277392
-203.061393,334,33.692518
-178.429923,1000,34.95567
-203.43327,666,35.783106
-93.006564,1000,37.0525
-35.317225,1000,38.308266
-13.86953,1000,39.571128
-125.223973,157,39.776464
7.713263,1000,41.105139
9.146774,1000,42.398072
-4.023086,1000,43.674511
-84.609557,1000,44.918278
-32.630505,1000,46.128471
-97.874131,1000,47.379603
-27.203926,1000,48.589743
-4.557815,1000,49.83123
172.358231,939,51.015886
-47.569172,1000,52.335498
-75.221776,180,52.581245
-14.232335,1000,53.867309
-6.368138,1000,55.138905
0.626662,1000,56.378634
-5.60192,292,56.765325
-84.510094,146,56.940466
-22.136105,1000,58.176559
-22.296172,1000,59.399742
213.386749,751,60.33392
2.313931,1000,61.55174
18.528089,1000,62.768384
