#{"t_start": 1787079520.5399966, "env_id": "LunarLander-v3"}
r,l,t
-5.044571,71,0.00932
-421.406797,88,0.026659
-132.342112,62,0.039241
-348.233917,128,0.066169
-337.559246,76,0.072194
-234.193476,106,0.099833
-84.951307,59,0.105636
-113.592742,88,0.122445
-117.739284,85,0.139243
-95.952296,112,0.171106
-377.93029,74,0.199908
-479.006921,93,0.294678
-362.407148,86,0.410189
-328.422935,105,0.553031
-129.842323,115,0.708627
-318.418473,99,0.855065
-69.522287,149,1.027396
-233.645213,120,1.18166
-349.686079,93,1.341667
-447.006824,86,1.476091
-223.610043,118,1.61877
-403.765205,99,1.76315
-99.68891,68,1.879173
-122.714906,86,2.023694
-128.536314,150,2.26878
-97.758952,58,2.367572
-88.103672,71,2.439397
-46.203819,95,2.604589
-145.872797,86,2.749231
-380.549394,107,2.925038
-112.815402,90,3.073374
-58.653027,72,3.188392
-123.297287,96,3.353624
-83.947077,97,3.515108
-181.040112,71,3.63716
-158.869767,118,3.833782
-95.403794,71,3.945521
-104.800922,92,4.097554
-408.139396,105,4.271314
-66.802394,72,4.389659
-152.245951,68,4.514673
-306.71023,156,4.777848
-71.676352,119,4.973091
-352.162208,97,5.162517
-141.707176,91,5.322858
-121.924907,66,5.445146
-240.732019,86,5.593135
-143.310675,133,5.830694
-79.782021,89,5.984828
-244.244291,70,6.106026
-176.224192,136,6.2659
-133.934173,91,6.359254
-107.688251,87,6.50594
-180.815998,97,6.676107
-130.079626,99,6.82328
-166.087771,105,6.927056
-135.933574,116,7.042418
-123.005324,138,7.180874
-102.614944,145,7.320745
-138.860218,91,7.413854
-68.146833,152,7.680037
-135.293867,175,7.992275
-222.763941,123,8.21509
-327.823088,145,8.480619
-118.788151,115,8.690466
-168.007971,94,8.867505
-44.648689,103,9.047709
-195.81372,100,9.228265
-58.811032,84,9.368895
-81.958171,144,9.520463
-264.15345,95,9.623436
-118.354824,78,9.764535
-138.825307,106,9.861144
26.378823,87,9.95815
-17.04786,73,10.03807
-212.075223,129,10.166555
-147.257379,91,10.260211
-42.19304,76,10.33338
-109.603912,95,10.467955
-128.822393,138,10.727561
-146.007643,72,10.867525
-324.816829,158,11.120198
-125.314362,151,11.408162
-199.755912,133,11.656087
-90.334399,150,11.956678
-74.357979,147,12.214986
-70.723125,84,12.372513
-316.335013,145,12.639398
-108.431792,90,12.800764
-44.608374,146,13.067677
-83.49679,135,13.314265
-25.124593,162,13.618234
-100.688333,103,13.811494
-63.381206,161,14.122352
-75.915358,184,14.46401
-91.842925,92,14.63772
-93.04313,116,14.860855
-32.044412,137,15.017683
-174.967148,119,15.202108
-129.009895,129,15.340534
-57.527862,98,15.435748
-91.980624,161,15.692948
14.697313,138,15.898572
-122.08643,129,16.121954
-98.731185,139,16.384448
-106.151829,131,16.634898
-43.302045,105,16.836406
-69.067759,135,17.092482
-91.704749,186,17.414608
-41.347109,108,17.625929
-76.988572,115,17.849182
-88.26937,137,18.109569
-12.73492,196,18.477688
-53.314868,255,18.918171
-35.385777,149,19.086479
-126.292945,119,19.272326
-90.781953,207,19.676535
-74.614573,117,19.901067
-90.687576,126,20.147778
-41.032555,211,20.561709
-8.919795,158,20.8853
-98.423335,123,21.11566
-154.483811,282,21.620872
-19.096786,215,21.923384
19.992241,190,22.141603
-0.389245,222,22.578285
-55.38198,341,23.096609
-183.611264,144,23.371215
-56.923602,158,23.689895
48.996878,1000,25.678087
-71.592374,206,26.08652
-28.002121,204,26.469284
-78.788139,276,27.007315
-41.238421,135,27.295736
-41.988236,376,28.091927
-59.5262,364,28.711484
-20.097132,144,29.002088
-79.742035,212,29.420791
-126.895719,778,30.975591
22.560736,1000,32.990515
16.8089,1000,34.840915
3.753135,1000,36.613233
-149.441672,985,38.531537
-45.672779,1000,40.644094
-80.706632,1000,42.73139
-42.846458,1000,44.83683
-36.422053,1000,46.835978
-4.47498,1000,48.779638
-45.007757,1000,50.447388
-20.343291,1000,52.573117
-7.836302,1000,54.739953
