#{"t_start": 1786225526.8393924, "env_id": "LunarLander-v3"}
r,l,t
-424.470997,108,0.18792
-87.205998,119,0.359506
-124.427315,85,0.4869
-126.323966,80,0.594062
-113.142891,105,0.730309
-319.267337,114,0.866127
-120.03837,96,0.983789
-53.017653,115,1.122138
-114.734216,100,1.241718
-198.106967,77,1.321853
-91.054889,71,2.451013
-231.0213,86,2.57093
-125.967848,67,2.656708
-93.74587,70,2.742765
-268.504777,97,2.854771
-88.851797,80,2.967114
-128.299528,72,3.06852
-376.83434,90,3.183509
-203.962033,97,3.311707
-87.258407,89,3.428569
-136.325706,64,3.507203
-475.50577,112,3.654877
-95.915269,66,4.857125
-120.334945,77,4.944029
-214.843535,77,5.045878
-268.383298,88,5.163265
-275.294505,82,5.297253
-183.08907,114,5.477271
-110.335239,87,5.621232
-129.265184,59,5.701974
-223.488845,101,5.866233
-146.663694,109,6.036779
-138.147507,73,6.12987
-295.861018,106,6.267688
-162.847323,85,7.220212
-119.034243,100,7.313577
-145.211118,84,7.405177
-116.488947,80,7.503716
-237.689291,100,7.658261
-245.935426,96,7.800938
-184.661152,66,7.92273
-68.343757,76,8.119849
-142.502761,81,8.281668
-200.22231,80,8.445024
-165.413319,101,8.603316
-291.985685,84,8.72347
-101.437248,116,10.039356
-154.928753,92,10.13607
-297.466192,92,10.231889
-70.353676,74,10.337325
-178.024878,71,10.439952
-135.66113,86,10.569288
-127.284687,90,10.71862
-114.89775,63,10.799458
-123.33503,71,10.881913
-133.34562,75,10.96519
-144.114022,82,11.055264
-178.335132,99,11.16833
-200.280806,102,12.170443
-112.26132,73,12.256464
-126.073542,102,12.358127
-128.716611,102,12.487911
-184.164518,104,12.605535
-137.794074,93,12.711921
-121.461089,109,12.843124
-165.103043,119,12.962769
-236.88881,81,13.061928
-119.879119,86,13.153204
-102.259837,110,14.464726
-22.436069,113,14.656982
-362.740397,128,14.823746
-69.693876,69,14.906193
-64.128253,83,15.012963
-458.667831,109,15.148308
-76.813748,66,15.215654
-134.468687,90,15.307086
-128.278173,95,15.420673
-163.560841,113,15.545327
-79.671435,73,15.614667
-148.265764,90,16.626034
-198.216303,127,16.762899
-150.363871,89,16.862381
-250.933878,93,16.989287
-227.905854,106,17.118359
-101.852234,85,17.284864
-130.506117,120,17.499407
-131.065746,152,17.713663
-101.365457,68,17.794247
-148.56427,102,17.923623
-44.086117,135,18.992069
-167.551811,104,19.114085
-139.298181,101,19.226593
-137.983315,91,19.328042
-236.424335,109,19.434977
-63.707296,102,19.551179
-43.146545,68,19.628749
-92.484859,93,19.732872
-27.95991,124,19.861671
-107.797836,100,19.963215
-87.391581,83,20.940999
-128.867608,109,21.069854
-139.131467,125,21.194394
-175.314834,114,21.329874
-93.144613,107,21.457725
-117.409453,122,21.587942
-54.574411,109,21.713694
-284.7218,122,21.842361
-69.898627,172,22.033715
-134.137167,96,23.031735
-118.274457,108,23.17746
-92.582593,87,23.29054
-99.572484,109,23.40065
-70.936831,111,23.526327
-102.708767,86,23.638292
-207.708082,95,23.761716
-64.399726,109,23.90001
-104.467463,130,24.07929
-107.984133,74,24.1833
-104.097097,82,25.258771
-130.111779,124,25.391142
-2.490891,173,25.587812
-46.421909,70,25.666114
-126.881537,101,25.771683
-47.184304,86,25.847896
-100.941658,97,25.947367
-44.966905,88,26.046867
-86.765682,103,26.16902
-99.300922,175,27.306993
-112.120672,112,27.436392
-67.245312,143,27.584254
-77.307176,147,27.741773
-67.505157,141,27.874091
-53.011755,116,27.999436
-68.137876,83,28.097759
-65.699208,119,28.22924
-70.893767,84,28.311762
-83.130792,132,29.319373
-243.809797,184,29.500615
-13.613345,131,29.623348
-66.806284,133,29.774306
-84.829187,170,29.957392
-28.663925,91,30.069614
-92.71292,100,30.169963
-168.638658,171,31.246588
-53.065951,204,31.470738
-83.358176,225,31.722644
-21.450953,165,31.900207
-72.418719,127,32.026649
-233.339977,211,32.234202
24.535226,102,33.218723
-60.500521,205,33.463732
-130.376379,236,33.709776
-223.688884,257,33.996665
-44.500462,125,34.134224
-37.438343,255,35.316909
-139.332058,179,35.527602
-116.490868,225,35.757488
-277.463349,178,35.967761
-91.569116,85,36.055538
-65.672903,144,36.223759
-45.765063,144,37.22056
-268.883889,348,37.586806
-64.010346,178,37.795876
-196.231002,145,37.964727
-299.409728,226,38.231135
-235.582265,286,39.432294
-196.054764,225,39.684388
-36.636219,220,39.93459
-181.882454,389,41.259447
-96.75346,237,41.524065
78.024011,1000,43.489864
-214.295058,218,43.741081
-280.72027,492,44.245072
-211.447748,342,45.516958
-216.762206,229,45.765397
-74.532454,186,45.980763
-171.780896,254,46.262211
5.779074,148,47.521272
-102.235142,374,47.954119
16.52916,192,48.168875
33.386039,195,48.397871
-41.588179,294,49.680178
