#{"t_start": 1786226543.3674088, "env_id": "LunarLander-v3"}
r,l,t
-424.470997,108,0.153497
-87.205998,119,0.30556
-124.427315,85,0.424289
-126.323966,80,0.526309
-113.142891,105,0.66773
-319.267337,114,0.789156
-120.03837,96,0.896501
-53.017653,115,1.024774
-114.734216,100,1.13483
-198.106967,77,1.218253
-91.054889,71,2.239861
-231.0213,86,2.362526
-125.967848,67,2.43658
-93.74587,70,2.547083
-268.504777,97,2.725509
-88.851797,80,2.885523
-128.299528,72,2.995959
-394.363646,90,3.119498
-203.962033,97,3.269069
-87.258407,89,3.400237
-136.325706,64,3.483457
-475.50577,112,3.630606
-99.698533,66,4.769851
-111.04078,76,4.859091
-97.467038,76,4.968249
-85.116353,61,5.056337
-124.267344,83,5.166456
-318.021957,98,5.287365
-120.368658,73,5.406365
-157.772467,100,5.589857
-326.245727,113,5.780353
-132.803234,89,5.915188
-171.337918,99,6.074388
-104.520786,63,6.172708
-128.73705,108,7.199441
-152.375335,90,7.295728
-122.84858,63,7.365604
-94.400835,69,7.448198
-121.742527,58,7.537831
-92.740266,118,7.740353
-136.899883,76,7.857287
-129.359193,79,8.09284
-109.132417,113,8.341234
-170.877962,72,8.463754
-153.09805,83,8.601521
-194.952618,80,8.801568
-104.243177,106,10.070327
-235.572475,108,10.279742
-74.00474,111,10.449645
-43.270969,109,10.607427
-366.633231,87,10.740574
-144.562323,108,10.89684
-134.177038,104,11.024362
-130.411664,63,11.101586
-80.23137,82,11.185883
-89.271013,73,11.272357
-113.245394,99,11.379771
-159.472274,87,12.384337
-96.039646,72,12.457263
-87.024145,64,12.532276
-128.640575,91,12.641356
-154.367827,114,12.860936
-83.300948,75,12.944867
-197.000776,108,13.061988
-144.362931,139,13.205232
-118.858945,90,13.297596
-168.299671,89,13.392835
-147.612629,115,13.510454
-29.521353,134,14.498668
-289.267397,101,14.608793
-478.364874,139,14.784945
-127.168908,90,14.896994
-111.006676,70,14.992448
-266.348417,104,15.132442
-178.301999,81,15.2293
-82.363694,65,15.31387
-151.923728,121,15.450788
-340.754308,112,15.575737
-34.662932,83,16.787345
-153.749729,111,17.020682
-63.215221,126,17.252674
-73.051184,74,17.364682
-80.930624,90,17.482315
-75.025443,76,17.608767
-200.078915,155,17.859625
-52.548523,72,17.949798
-93.019418,114,18.112151
-84.423293,88,18.234261
-87.618764,72,18.33915
-87.769427,158,19.554867
-57.693361,98,19.67275
-234.393967,132,19.845344
-22.852211,81,19.950847
-51.481943,86,20.058313
-96.311861,75,20.166871
-194.540004,148,20.33581
-261.284866,145,20.515444
-209.017107,130,21.656381
-103.266316,117,21.779358
-136.295334,123,21.914854
-206.119591,136,22.078237
-49.57833,80,22.195733
-93.390762,175,22.475296
-77.970754,77,22.604397
-137.870293,82,22.710334
-256.173926,204,22.979318
-65.791899,77,24.086037
-196.715367,159,24.270364
-109.149436,103,24.502855
-138.065627,136,24.728615
-277.129572,131,24.907011
-168.748168,117,25.046051
-180.594156,108,25.15374
