#{"t_start": 1787087854.5784683, "env_id": "LunarLander-v3"}
r,l,t
-287.05281,78,0.101063
-337.392264,103,0.170096
-294.864712,98,0.256609
-150.10105,84,0.326963
-370.379328,106,0.416226
-108.350143,106,0.511113
-87.000588,64,0.545211
-160.298917,113,0.635348
-164.967113,110,0.70755
-80.991362,67,0.74495
-12.97373,125,0.813862
-106.469633,63,0.857084
-130.872658,75,0.925257
-104.633941,83,0.970657
-330.028058,64,1.02218
-173.524906,61,1.069364
-106.546858,72,1.132616
-388.073876,90,1.211339
-238.572693,71,1.274025
-120.875871,101,1.366546
-121.556233,81,1.467711
-201.259784,96,1.556697
-133.873725,82,1.604369
-229.37715,77,1.654881
-370.632998,96,1.70907
-211.746008,91,1.768608
-283.498994,83,1.845563
-177.789126,118,1.932558
-184.206958,70,2.000947
-300.386692,103,2.075188
-108.106216,67,2.13387
-343.682613,92,2.212279
-181.129104,81,2.271782
-172.89638,60,2.331294
-223.682545,105,2.431626
-181.071648,113,2.52822
-132.63906,129,2.62189
-106.829445,84,2.680708
-262.140557,89,2.757406
-103.515158,63,2.790936
-156.812005,95,2.890814
-87.512309,59,2.937498
-121.764766,102,3.021498
-540.193083,137,3.130638
-2.698195,89,3.200101
-211.808197,86,3.273028
-114.253671,138,8.023642
-268.525689,93,8.133368
-107.043153,99,8.218831
-172.698345,77,8.263665
-90.00254,69,8.302499
-296.479802,115,8.403097
-82.205013,80,8.480523
-240.049409,99,8.566394
-119.035052,84,8.629747
-110.304605,64,8.679523
-208.872703,94,8.770713
-117.716229,94,8.843567
-167.950363,88,8.909831
-220.212985,70,8.97504
-175.364417,73,9.047616
-345.363514,118,9.131392
-111.950342,62,9.169298
-40.379723,63,9.195101
-115.279818,92,9.290461
-316.203933,107,9.383706
-137.742392,68,9.420864
-84.510477,73,9.483851
-102.603824,126,9.598558
-293.333545,127,9.703489
-132.461493,83,9.774173
-123.693121,88,9.839738
-122.99423,79,9.884725
-126.543871,105,9.943767
-88.210251,80,9.990675
-109.457516,67,10.047806
-167.090584,114,10.148507
-268.93445,141,10.256585
-60.262083,122,10.351954
-168.73116,81,10.445267
-26.836703,122,10.558241
-136.232995,90,10.641309
-111.768055,66,10.696272
-107.53039,74,10.759568
-88.097196,67,10.82548
-67.509116,61,10.885418
-293.949029,97,10.979542
-122.782405,66,11.021465
-133.607521,83,11.084781
-316.136589,109,11.1956
-97.821146,109,11.301779
-108.642324,67,15.765286
-131.410521,90,15.851555
-117.70586,105,15.961676
-75.893515,97,16.034712
-191.63351,113,16.135981
-1.970978,129,16.258086
-112.961897,145,16.399879
-102.47274,89,16.470584
-206.611131,143,16.576718
-109.126562,132,16.674567
-103.325302,76,16.708161
-45.815184,131,16.787629
-137.158862,89,16.85367
-108.331235,105,16.933649
-227.628133,111,17.004149
6.808515,66,17.069246
-86.344378,65,17.132541
-156.499389,102,17.205916
-124.126516,62,17.257032
-150.601832,95,17.345608
-84.206082,113,17.402064
-114.070811,97,17.504203
-130.866348,95,17.552692
-103.397553,93,17.625944
-104.465077,70,17.694756
-100.517772,64,17.746027
-98.921967,61,17.773554
-149.463513,106,17.851066
-82.925116,72,17.920261
-313.733572,135,18.085305
-100.651983,91,18.209505
-127.797498,82,18.256619
-90.326363,63,18.307481
-108.548979,65,18.370295
-44.415743,62,18.401165
-158.986918,81,18.470131
-214.970809,122,18.594381
-188.095265,116,18.685745
-378.455848,119,18.794079
-260.564964,82,18.861037
-152.25357,93,18.932709
-184.804606,92,19.020182
-142.284915,104,19.10465
-144.822849,131,23.464718
-149.535261,117,23.53735
-107.108552,63,23.611316
-53.636078,71,23.678595
-306.194097,183,23.854458
-74.688358,84,23.905814
31.283517,1000,24.826462
-105.375424,143,24.936303
-211.390035,120,25.034236
-197.522968,102,25.105047
-136.128549,82,25.154358
-189.688707,87,25.234461
-203.333306,159,25.353899
21.720551,83,25.414731
-92.211896,80,25.507948
-153.882652,118,25.61313
-282.50008,122,25.708277
-124.0483,109,25.803294
-95.384815,149,25.936931
-98.41153,107,26.019238
-80.641129,88,26.090349
-96.955937,73,26.149375
-90.674868,115,26.235218
-129.136443,90,26.28773
-134.178504,102,26.381741
-130.586403,120,26.485886
-72.949324,152,26.582422
-127.981306,86,26.636103
-242.794871,125,26.76485
-106.351706,78,31.050393
-46.999293,76,31.124578
-163.165279,98,31.192543
-61.708366,74,31.256267
-65.380687,140,31.362203
-58.999485,151,31.488554
-123.476847,74,31.521511
-126.895573,80,31.596179
-135.82201,101,31.675682
-50.048105,72,31.736981
-122.757838,87,31.813827
-66.53339,137,31.912932
-118.242495,131,32.044197
-167.091859,105,32.111048
-171.1358,117,32.227398
-36.668381,143,32.360908
-61.973298,147,32.506887
-177.575292,109,32.579082
-167.774288,86,32.62854
-164.440922,155,32.754756
-80.766758,176,32.904623
-87.352526,145,32.992512
-61.586831,79,33.075352
-230.437104,96,33.152949
-76.965972,88,33.210033
-115.685181,90,33.274636
-102.875259,147,33.383965
-81.748402,129,33.475054
-218.546312,81,33.534784
-344.153174,92,33.61347
-77.5288,68,33.666825
-103.65137,113,33.774956
