#{"t_start": 1786693622.6246262, "env_id": "LunarLander-v3"}
r,l,t
-424.470997,108,0.275774
-87.205998,119,0.429681
-124.427315,85,0.531476
-126.323966,80,0.621365
-113.142891,105,0.726887
-319.267337,114,0.850437
-120.03837,96,0.95361
-53.017653,115,1.083834
-114.734216,100,1.200014
-198.106967,77,1.293895
-91.054889,71,2.229868
-231.0213,86,2.326272
-125.967848,67,2.410092
-93.74587,70,2.503219
-268.504777,97,2.619369
-88.851797,80,2.706423
-128.299528,72,2.784793
-394.363646,90,2.879822
-203.962033,97,2.996459
-87.258407,89,3.182464
-119.890201,63,3.305886
-71.452071,117,3.571706
-151.928493,85,5.128718
-341.553354,71,5.240694
-111.27099,68,5.328208
-98.039091,98,5.480311
-149.845818,103,5.609813
-99.840378,89,5.720458
-273.127944,124,5.864455
-321.730558,92,5.970984
-229.700181,99,6.106733
-116.775128,89,6.232378
-281.859839,119,6.453875
-2.492699,90,7.729824
-130.186822,112,7.862293
-133.019606,80,7.949869
-122.602095,60,8.010732
-253.205259,92,8.118418
-219.055271,98,8.227132
-132.02577,67,8.302096
-91.318761,83,8.391521
-195.009716,108,8.515334
-181.013177,103,8.624545
-297.916414,105,8.746139
-204.293917,88,10.058871
-91.339193,64,10.172792
-243.911855,127,10.407098
-86.011482,64,10.485173
-95.247404,85,10.589146
-105.914275,62,10.661195
-143.7435,81,10.781243
-108.9824,96,10.995387
6.032985,102,11.108232
-201.567229,122,11.241084
-145.902654,125,11.378655
-152.353863,90,12.507206
-118.590708,87,12.700215
-116.922534,85,12.849093
-84.675908,73,12.949263
-132.515571,67,13.014673
-72.229835,83,13.111245
-207.871905,144,13.277861
-161.739455,106,13.387776
-88.917591,116,13.49873
-213.219608,79,13.591734
-456.5726,113,13.71602
-69.989818,82,14.711444
-126.814198,103,14.835109
8.843031,93,14.955093
-196.012531,88,15.052461
-80.977518,65,15.158147
-238.675071,104,15.302176
-218.613184,73,15.424905
-191.390707,87,15.729514
-35.718274,129,16.08297
-49.677151,145,16.274182
-102.974536,101,16.409568
-92.907283,62,17.443742
-79.609137,68,17.52716
-244.992636,129,17.681299
-111.37293,149,17.851671
-322.743665,97,17.959557
-209.748653,113,18.091432
-162.18492,99,18.237015
-110.774767,155,18.514715
-215.630734,96,18.716165
-110.879061,128,19.793453
-285.867099,218,20.053726
-185.595017,102,20.180208
-107.368156,86,20.281035
-230.362552,182,20.472803
-218.181171,197,20.684852
-100.57175,142,20.837602
-76.806432,135,22.463582
-181.821051,155,22.631383
-63.273607,111,22.742906
-118.827275,97,22.84931
-81.470101,155,23.01357
-163.552538,123,23.137795
-172.407839,139,23.286592
-46.266889,138,23.42456
-177.548754,149,24.62479
-102.925723,99,24.815892
-40.221858,105,24.965703
-50.854585,114,25.081905
-74.437934,154,25.258713
-74.396976,90,25.365754
-36.764311,142,25.517148
-61.072912,137,25.669332
-26.444732,131,26.94786
-3.386368,166,27.164653
-105.893781,105,27.277046
-109.381503,133,27.416593
-29.735737,143,27.571725
-97.335389,156,27.744554
-200.073453,143,27.900929
-18.298068,97,28.869684
-48.989937,122,29.010398
-90.793543,90,29.106352
-159.827745,202,29.319821
-73.760949,165,29.488245
-30.285655,130,29.635255
-15.396988,199,29.842851
-178.538392,152,30.861255
44.813859,117,30.987371
64.798221,1000,33.023829
-98.130416,244,33.276144
-237.257074,178,33.458531
-96.549686,184,33.657934
-123.104197,101,33.763025
-249.004126,157,33.936755
-93.479823,211,35.001863
-35.231477,320,35.347664
38.515736,161,35.520681
-72.976594,124,35.6486
-92.351176,138,35.796086
-73.655815,186,36.842322
-102.010101,209,37.056827
-208.909541,273,37.333729
-129.350771,172,37.520591
-8.258856,127,37.647257
-193.43322,209,38.726614
-81.402813,176,38.91363
-89.128878,186,39.11329
-48.315504,147,39.267004
-68.477785,239,39.526434
-25.304459,189,39.730635
-115.262295,170,40.872474
30.750604,160,41.046445
-127.563623,137,41.206176
-66.638702,160,41.470502
-59.619005,208,41.68171
12.756414,162,41.847894
-40.801463,190,42.880405
-42.778215,164,43.042602
92.942354,1000,45.011623
-42.45021,219,45.243288
-106.328657,270,45.521679
38.790538,218,45.763988
73.503645,1000,47.708888
2.285366,1000,49.663031
15.453307,1000,51.702367
-50.849513,202,52.73961
-103.319832,205,52.97583
-2.302211,242,53.226045
-129.704009,207,53.441303
114.879763,575,54.912119
-150.220218,235,55.16613
18.55544,234,55.405024
-278.297116,189,55.626566
59.195883,180,56.680487
-34.772322,185,56.883867
68.80995,1000,58.819963
-10.376505,174,59.001429
-38.968044,201,59.202431
41.828737,1000,61.114857
-58.839407,139,61.267224
29.57414,145,61.427874
28.288438,234,62.581627
-1.751701,174,62.77127
68.909439,1000,64.778264
-0.299467,153,64.946081
-31.666518,177,65.145385
3.686658,184,65.356277
6.44656,173,65.545696
56.360648,1000,67.567411
-99.745091,190,68.638723
29.026221,156,68.824312
-66.776743,185,69.02491
11.621248,209,69.248786
-27.072809,220,69.488553
21.760371,151,69.6508
7.111535,159,70.961716
96.445656,1000,73.153549
197.589076,287,73.46955
14.746525,175,73.656853
7.017068,222,73.880192
-7.291831,192,74.079863
35.905504,164,75.131713
-53.053515,165,75.295947
-0.177034,192,75.496709
-17.497262,219,75.733284
14.634606,195,75.939886
24.938521,143,76.959898
-0.349336,146,77.111091
9.087701,160,77.279747
-45.277015,218,77.50928
15.503,194,77.696682
107.985306,1000,79.715792
-43.285114,218,79.942457
-36.538746,181,80.910076
-39.946665,206,81.077162
32.453787,163,81.221206
-72.442303,287,81.489751
-34.130995,202,81.673133
-4.512618,230,82.657304
83.638367,1000,84.637023
-39.542002,212,84.866838
114.06626,1000,87.884384
-8.449597,223,88.188395
132.389861,1000,90.655584
-61.287115,202,90.854614
-63.411698,182,91.048765
-90.7767,260,92.147593
-69.396474,257,92.425627
19.977933,182,92.827438
-70.174119,286,93.266542
232.737431,406,94.482246
