#{"t_start": 1786689357.69708, "env_id": "LunarLander-v3"}
r,l,t
-3.442304,71,0.022015
-414.987905,88,0.114784
-130.885831,62,0.142713
-338.353129,128,0.17048
-331.297186,76,0.18799
-231.403016,106,0.208392
-84.651386,59,0.221443
-111.212243,88,0.237768
-116.280852,85,0.254732
-94.711162,112,0.27398
-372.069476,74,0.287223
-411.697242,86,0.341452
-264.093372,116,0.4605
-217.747919,115,0.57988
-279.482403,112,0.703352
-142.037013,79,0.791132
-74.128902,80,0.88142
-44.489506,132,1.028364
-150.177601,123,1.158199
-301.943376,97,1.264891
33.41942,150,1.427861
-257.866998,112,1.540209
-365.426785,87,1.627813
-322.798673,92,1.736117
-252.915121,128,1.888505
-226.622134,124,2.026719
-235.412809,145,2.17069
-308.076531,109,2.294758
-302.001713,136,2.454015
-370.473309,242,2.718142
-140.795758,129,2.856188
-103.851839,97,2.963821
-342.459193,149,3.143949
-231.554252,104,3.258446
-21.668227,120,3.389669
-103.312884,105,3.580684
-127.018843,144,3.749954
-272.97193,160,3.933674
-54.932243,148,4.09868
-248.61776,155,4.273989
-31.22859,113,4.403359
38.434396,340,4.812859
-220.586132,139,4.977751
-248.935966,220,5.245142
-323.735993,323,5.622185
-290.652461,170,5.843999
-291.041508,298,6.210361
-235.488662,299,6.572175
-237.353538,463,7.135088
-261.291831,327,7.552461
-96.197586,1000,8.826003
-52.952537,1000,10.521559
-113.238772,1000,12.352688
-106.555014,1000,13.753505
-140.121569,1000,15.091918
-118.054721,1000,16.507062
-86.077856,1000,17.852707
-95.943722,1000,19.196975
-85.570703,1000,20.533623
-275.018871,186,20.777034
-96.863572,1000,22.13954
-71.467511,1000,23.505727
-58.203034,1000,25.000345
-53.468015,1000,26.360178
-77.415469,1000,27.647124
-97.070332,1000,28.956235
-64.022799,1000,30.26905
-112.104364,1000,31.587353
-115.859349,1000,32.887333
-78.226186,1000,34.278358
-69.837085,1000,35.615968
-70.870959,1000,36.922848
-62.066992,1000,38.279442
-57.870553,1000,39.604628
-51.691433,1000,40.961882
-72.209377,1000,42.228137
-40.053856,1000,43.534669
-43.869493,1000,44.871954
-55.692318,1000,46.207944
-41.526715,1000,47.550323
-50.901477,1000,48.946609
-96.152484,1000,50.311155
-173.313054,931,51.537507
-31.177605,1000,52.807618
-31.986048,1000,54.119619
-35.66619,1000,55.45911
-15.409578,1000,56.856085
-33.848932,1000,58.183139
-35.561529,1000,59.478309
-72.27115,1000,60.590523
5.65783,1000,61.796986
-48.983997,1000,63.000933
-68.959331,1000,64.237983
