#{"t_start": 1786224335.2232523, "env_id": "LunarLander-v3"}
r,l,t
-3.442304,71,0.026801
-414.987905,88,0.046312
-130.885831,62,0.057557
-338.353129,128,0.081034
-331.297186,76,0.096155
-231.403016,106,0.115197
-84.651386,59,0.125932
-111.212243,88,0.141614
-116.280852,85,0.15693
-94.711162,112,0.177001
-372.069476,74,0.190743
-451.167676,92,0.248044
-95.489198,146,0.434292
-359.599789,86,0.557432
-73.014846,79,0.65185
-320.304808,127,0.805352
-16.02406,79,0.888996
-98.335909,81,0.963911
-103.777914,124,1.096546
-73.196819,97,1.201749
-316.950111,171,1.378193
-402.263907,145,1.519322
-64.566334,71,1.604851
-31.885526,66,1.690365
-64.903414,84,1.781
-42.421148,101,1.88703
-62.9936,133,2.014454
-116.909583,128,2.153026
33.880989,130,2.301537
-94.466999,91,2.401414
-79.744205,103,2.512679
-137.853852,138,2.651898
-84.644553,102,2.760276
-100.154579,83,2.85964
-75.285098,107,2.968117
-102.037019,100,3.071332
-115.632442,120,3.198154
-144.312537,96,3.303414
-55.358722,93,3.40709
-57.886639,87,3.497954
-264.743238,200,3.741432
-305.14269,141,3.891754
-104.531892,109,4.010397
-74.657748,218,4.250962
-124.93734,148,4.408056
-98.474904,128,4.542955
-79.221782,173,4.737667
-197.502174,171,4.923958
-49.623817,170,5.117624
-181.313136,230,5.378522
42.290549,1000,6.674204
-10.105065,1000,8.309183
-190.867708,1000,10.255977
-73.315197,1000,11.926078
-175.209152,1000,13.694564
-162.147875,1000,15.0177
-104.494114,1000,16.884125
-127.740938,1000,18.30321
-262.511842,734,19.307372
-135.241907,1000,20.680518
178.57879,949,22.116091
-52.824428,1000,23.441486
-206.596574,573,24.280511
-26.63408,1000,25.791149
-35.745972,258,26.127317
-19.296796,1000,27.457148
-49.046825,1000,28.80419
-134.874543,347,29.262997
-26.346871,1000,30.691305
-30.599633,1000,32.066789
-52.670321,312,32.485044
-70.714031,1000,33.838278
-40.793692,1000,35.165221
-12.874821,1000,36.588212
-39.960365,1000,38.06649
-6.900657,1000,39.410783
3.628985,242,39.738092
-12.820662,1000,41.108813
-16.552115,1000,42.560392
-31.894898,1000,44.003929
-11.327686,1000,45.38497
-33.684312,1000,46.675416
7.061636,208,46.97403
-14.397669,221,47.266058
-16.45013,1000,48.557649
-17.652036,1000,49.939645
-19.892112,1000,51.281699
-43.192971,1000,52.577241
-18.572325,1000,53.924629
7.784985,1000,55.29306
13.149208,1000,56.648383
-18.782878,1000,57.931244
20.064467,1000,59.302618
-37.933964,1000,60.723533
-10.332198,1000,62.063003
-14.089781,1000,63.432964
-1.586077,1000,64.764336
-31.05298,1000,66.056448
-8.782028,1000,67.406195
