run_name,algorithm,parameter,value,seed,total_timesteps,learning_rate,gamma,exploration_fraction,exploration_final_eps,buffer_size,learning_starts,batch_size,target_update_interval,train_freq,gradient_steps,net_arch,mean_reward,std_reward,success_rate,crash_rate,mean_episode_length,mean_fuel_proxy,mean_final_distance_to_pad,mean_abs_angle,mean_speed,model_path,n_steps,n_epochs,clip_range,ent_coef,gae_lambda
sens_dqn_learning_rate_5em05_seed_42,DQN,learning_rate,5e-05,42,50000,5e-05,0.99,0.2,0.01,100000.0,1000.0,128,1000.0,4.0,1.0,"[128, 128]",-98.31097712676444,75.79733196289357,0.0,0.545,780.9,480.6,0.7234640397503972,0.042445181482257094,0.1545404365681026,C:\Users\marta\OneDrive\Desktop\python\lunar_lander\models\sens_dqn_learning_rate_5em05_seed_42.zip,,,,,
sens_dqn_learning_rate_5em05_seed_123,DQN,learning_rate,5e-05,123,50000,5e-05,0.99,0.2,0.01,100000.0,1000.0,128,1000.0,4.0,1.0,"[128, 128]",-90.36072878559551,69.45064688928822,0.0,0.47,409.875,312.435,0.9229112716019153,0.03245727549692162,0.39384651752746175,C:\Users\marta\OneDrive\Desktop\python\lunar_lander\models\sens_dqn_learning_rate_5em05_seed_123.zip,,,,,
sens_dqn_learning_rate_0p0001_seed_42,DQN,learning_rate,0.0001,42,50000,0.0001,0.99,0.2,0.01,100000.0,1000.0,128,1000.0,4.0,1.0,"[128, 128]",132.92559712750594,108.72057221161874,0.3,0.065,707.685,428.685,0.218212832287536,0.05415690556567485,0.15570595299350556,C:\Users\marta\OneDrive\Desktop\python\lunar_lander\models\sens_dqn_learning_rate_0p0001_seed_42.zip,,,,,
sens_dqn_learning_rate_0p0001_seed_123,DQN,learning_rate,0.0001,123,50000,0.0001,0.99,0.2,0.01,100000.0,1000.0,128,1000.0,4.0,1.0,"[128, 128]",-127.47673343395113,66.42180421405801,0.0,0.54,756.08,493.835,0.9651117417216301,0.026909036751288484,0.2699083677318963,C:\Users\marta\OneDrive\Desktop\python\lunar_lander\models\sens_dqn_learning_rate_0p0001_seed_123.zip,,,,,
sens_dqn_learning_rate_0p0002_seed_42,DQN,learning_rate,0.0002,42,50000,0.0002,0.99,0.2,0.01,100000.0,1000.0,128,1000.0,4.0,1.0,"[128, 128]",-4.275125499364562,54.60593794840321,0.03,0.005,973.32,602.205,0.16382733622798695,0.09258387652934165,0.23736429792092728,C:\Users\marta\OneDrive\Desktop\python\lunar_lander\models\sens_dqn_learning_rate_0p0002_seed_42.zip,,,,,
sens_dqn_learning_rate_0p0002_seed_123,DQN,learning_rate,0.0002,123,50000,0.0002,0.99,0.2,0.01,100000.0,1000.0,128,1000.0,4.0,1.0,"[128, 128]",80.94794006353165,105.80393307611594,0.145,0.01,612.53,488.58,0.23649115730077028,0.08187195709273834,0.2828645592653314,C:\Users\marta\OneDrive\Desktop\python\lunar_lander\models\sens_dqn_learning_rate_0p0002_seed_123.zip,,,,,
sens_dqn_gamma_0p98_seed_42,DQN,gamma,0.98,42,50000,0.0001,0.98,0.2,0.01,100000.0,1000.0,128,1000.0,4.0,1.0,"[128, 128]",0.30847883191255365,98.49352794690658,0.06,0.105,942.66,591.145,0.3486307966057211,0.08314353866213281,0.1976469715249653,C:\Users\marta\OneDrive\Desktop\python\lunar_lander\models\sens_dqn_gamma_0p98_seed_42.zip,,,,,
sens_dqn_gamma_0p98_seed_123,DQN,gamma,0.98,123,50000,0.0001,0.98,0.2,0.01,100000.0,1000.0,128,1000.0,4.0,1.0,"[128, 128]",-68.71677820999251,23.64822830779487,0.0,0.09,996.175,610.095,0.8380668844282627,0.02867166507614645,0.10194511839892854,C:\Users\marta\OneDrive\Desktop\python\lunar_lander\models\sens_dqn_gamma_0p98_seed_123.zip,,,,,
sens_dqn_gamma_0p99_seed_42,DQN,gamma,0.99,42,50000,0.0001,0.99,0.2,0.01,100000.0,1000.0,128,1000.0,4.0,1.0,"[128, 128]",132.92559712750594,108.72057221161874,0.3,0.065,707.685,428.685,0.218212832287536,0.05415690556567485,0.15570595299350556,C:\Users\marta\OneDrive\Desktop\python\lunar_lander\models\sens_dqn_gamma_0p99_seed_42.zip,,,,,
sens_dqn_gamma_0p99_seed_123,DQN,gamma,0.99,123,50000,0.0001,0.99,0.2,0.01,100000.0,1000.0,128,1000.0,4.0,1.0,"[128, 128]",-127.47673343395113,66.42180421405801,0.0,0.54,756.08,493.835,0.9651117417216301,0.026909036751288484,0.2699083677318963,C:\Users\marta\OneDrive\Desktop\python\lunar_lander\models\sens_dqn_gamma_0p99_seed_123.zip,,,,,
sens_dqn_gamma_0p995_seed_42,DQN,gamma,0.995,42,50000,0.0001,0.995,0.2,0.01,100000.0,1000.0,128,1000.0,4.0,1.0,"[128, 128]",47.4680987052879,98.91400815438634,0.125,0.015,736.27,500.26,0.22640569316921755,0.09378085859721157,0.24670747036357646,C:\Users\marta\OneDrive\Desktop\python\lunar_lander\models\sens_dqn_gamma_0p995_seed_42.zip,,,,,
sens_dqn_gamma_0p995_seed_123,DQN,gamma,0.995,123,50000,0.0001,0.995,0.2,0.01,100000.0,1000.0,128,1000.0,4.0,1.0,"[128, 128]",27.8506959254648,111.83471811182068,0.16,0.005,719.115,523.395,0.38393836602568626,0.06114643082507553,0.2360679423172264,C:\Users\marta\OneDrive\Desktop\python\lunar_lander\models\sens_dqn_gamma_0p995_seed_123.zip,,,,,
sens_dqn_exploration_final_eps_0p005_seed_42,DQN,exploration_final_eps,0.005,42,50000,0.0001,0.99,0.2,0.005,100000.0,1000.0,128,1000.0,4.0,1.0,"[128, 128]",-49.599776907531904,60.13710682488819,0.0,0.15,972.56,639.77,0.5452676255092956,0.05714335558357073,0.16298231901878577,C:\Users\marta\OneDrive\Desktop\python\lunar_lander\models\sens_dqn_exploration_final_eps_0p005_seed_42.zip,,,,,
sens_dqn_exploration_final_eps_0p005_seed_123,DQN,exploration_final_eps,0.005,123,50000,0.0001,0.99,0.2,0.005,100000.0,1000.0,128,1000.0,4.0,1.0,"[128, 128]",-79.90560991276422,90.77749545774022,0.0,0.575,570.79,456.925,0.8653814404457808,0.03896945388131535,0.3430825297983337,C:\Users\marta\OneDrive\Desktop\python\lunar_lander\models\sens_dqn_exploration_final_eps_0p005_seed_123.zip,,,,,
sens_dqn_exploration_final_eps_0p01_seed_42,DQN,exploration_final_eps,0.01,42,50000,0.0001,0.99,0.2,0.01,100000.0,1000.0,128,1000.0,4.0,1.0,"[128, 128]",132.92559712750594,108.72057221161874,0.3,0.065,707.685,428.685,0.218212832287536,0.05415690556567485,0.15570595299350556,C:\Users\marta\OneDrive\Desktop\python\lunar_lander\models\sens_dqn_exploration_final_eps_0p01_seed_42.zip,,,,,
sens_dqn_exploration_final_eps_0p01_seed_123,DQN,exploration_final_eps,0.01,123,50000,0.0001,0.99,0.2,0.01,100000.0,1000.0,128,1000.0,4.0,1.0,"[128, 128]",-127.47673343395113,66.42180421405801,0.0,0.54,756.08,493.835,0.9651117417216301,0.026909036751288484,0.2699083677318963,C:\Users\marta\OneDrive\Desktop\python\lunar_lander\models\sens_dqn_exploration_final_eps_0p01_seed_123.zip,,,,,
sens_dqn_exploration_final_eps_0p02_seed_42,DQN,exploration_final_eps,0.02,42,50000,0.0001,0.99,0.2,0.02,100000.0,1000.0,128,1000.0,4.0,1.0,"[128, 128]",16.834065468337844,120.32260018768632,0.15,0.07,503.075,323.18,0.2996667556284228,0.06902793253912588,0.30255369608072047,C:\Users\marta\OneDrive\Desktop\python\lunar_lander\models\sens_dqn_exploration_final_eps_0p02_seed_42.zip,,,,,
sens_dqn_exploration_final_eps_0p02_seed_123,DQN,exploration_final_eps,0.02,123,50000,0.0001,0.99,0.2,0.02,100000.0,1000.0,128,1000.0,4.0,1.0,"[128, 128]",-13.841833049046036,41.44806039502096,0.005,0.01,989.845,605.885,0.3298184406198561,0.03638042019913403,0.13093475146050962,C:\Users\marta\OneDrive\Desktop\python\lunar_lander\models\sens_dqn_exploration_final_eps_0p02_seed_123.zip,,,,,
