#{"t_start": 1787077860.1114004, "env_id": "LunarLander-v3"}
r,l,t
-92.116009,98,0.020093
-85.162257,83,0.042083
-115.554483,98,0.052994
-430.557196,116,0.063641
-131.504044,74,0.066853
-150.522912,128,0.082381
-67.164424,66,0.082381
-440.265955,92,0.099693
-138.118132,95,0.111619
-157.432095,112,0.116392
-98.485225,65,0.156139
-252.736069,106,0.263188
-123.185807,107,0.371319
-285.192718,104,0.476082
-145.359632,74,0.553757
-230.358719,109,0.665134
-147.791057,109,0.765219
-121.506971,72,0.813057
-163.481024,104,0.913134
-108.353279,83,0.971966
-120.374601,75,1.038344
-294.364148,107,1.111017
-375.672011,152,1.240374
-134.365113,93,1.313003
-404.274176,85,1.387935
-31.283431,91,1.476899
-323.950832,77,1.551932
-300.517998,115,1.634679
-156.021891,150,1.775512
-210.523402,107,1.860591
-56.461308,70,1.908182
-437.806367,88,1.988817
-222.697056,96,2.095982
-59.258034,78,2.177243
-101.65913,100,2.275119
-89.636488,80,2.327696
-139.870746,111,2.436425
-166.014938,67,2.512081
-203.116702,144,2.67329
-161.935735,109,2.759944
-114.070133,121,2.872936
-106.313926,92,2.961579
-18.980079,115,3.043837
-230.922213,170,3.234182
-72.928504,92,3.32878
-302.170199,123,3.458087
-281.650437,146,3.612932
-124.111598,101,3.75799
-165.703697,128,3.902169
-137.827536,120,4.105843
-74.891473,118,4.298721
-180.275175,116,4.487804
-45.31676,80,4.597937
-198.956641,135,4.740825
-115.91775,77,4.861593
-167.20801,119,5.006176
-306.163316,122,5.180453
-9.532433,96,5.344517
-171.816069,116,5.531631
-26.615098,158,5.733608
-87.76811,77,5.818112
-80.744302,107,6.021111
-53.319426,114,6.225579
-97.718494,94,6.390809
-209.771415,116,6.567938
-173.843426,97,6.671289
-94.619172,109,6.803667
-106.092546,66,6.877012
-87.322777,148,7.017509
-178.075794,113,7.142272
-67.883396,122,7.25042
-112.861302,111,7.331664
-188.464484,103,7.437109
-253.44102,142,7.576497
-125.230103,143,7.747702
-187.951037,167,7.910408
-17.400639,112,8.032907
-68.951541,90,8.13236
-132.39592,136,8.299178
-76.134953,93,8.397482
4.329402,138,8.559838
-85.76469,153,8.732449
-62.643518,169,8.921013
-92.736581,144,9.071278
-135.248576,112,9.182703
-22.976733,133,9.329036
-177.213889,264,9.565465
-29.771693,132,9.711804
-29.731831,139,9.873975
-175.44246,127,9.975548
-102.479255,140,10.092087
-57.936945,99,10.179208
-216.037508,147,10.281407
-59.106451,113,10.407521
-111.70637,137,10.553123
-74.897676,179,10.741584
-42.250308,122,10.94055
-102.331326,122,11.177299
-156.045452,128,11.399051
-37.647061,193,11.711838
-148.417589,143,11.91733
-110.674526,131,12.14072
-48.770397,190,12.45419
-103.173195,86,12.596477
-106.133733,219,12.97248
-76.407939,199,13.305501
-102.188242,120,13.498896
-60.615098,79,13.644591
-48.787013,223,13.944885
-101.181946,102,14.031763
-2.981949,245,14.273427
-30.018011,253,14.538749
-27.460037,78,14.627184
-35.666725,139,14.775496
-69.068125,79,14.850551
-105.91083,190,15.073769
43.345381,1000,16.06935
-152.289894,168,16.229497
-47.72731,149,16.377685
-19.972427,237,16.705088
-51.415514,351,17.524919
-60.976173,310,18.156475
-37.850261,148,18.299038
-86.844425,336,18.864376
33.561404,1000,20.967807
23.206304,1000,22.168833
79.347516,1000,23.426708
-12.768606,1000,25.115897
46.505062,143,25.394201
-194.279754,958,26.933101
-31.409505,436,27.525794
-63.954415,1000,28.723828
-119.274395,1000,30.022903
-80.151151,1000,31.942277
-95.756648,1000,33.467773
-83.229823,1000,34.784471
-86.054561,1000,36.023953
-119.710331,1000,38.262432
-130.565101,1000,39.779614
-129.068922,1000,41.423953
-100.612868,1000,42.628875
-113.979385,1000,44.296805
-115.529896,621,45.438878
-51.787018,515,46.11151
-40.080318,303,46.618965
-42.25819,390,47.161692
-113.400125,981,48.53971
-88.004448,877,50.161323
-110.788725,460,51.121533
155.311403,885,52.753147
-74.133725,215,53.286844
-87.234384,1000,55.549302
-89.998284,345,56.316454
-35.084437,312,57.016331
-44.057005,522,58.276838
244.339303,379,58.974686
-1.33571,287,59.593999
-30.724322,252,60.094616
-73.407691,484,61.273132
159.20869,918,63.330353
-79.579957,324,64.089967
-76.567089,268,64.595349
-23.011943,232,65.102265
175.432654,430,66.09742
195.722621,623,67.631428
236.473666,426,68.53169
164.611141,685,70.192779
243.460229,441,71.126808
230.648822,405,71.970717
-36.376547,236,72.531258
255.167959,356,73.335958
-69.526096,290,73.879631
-51.588856,245,74.368339
-56.903392,277,75.042988
-40.283241,251,75.656994
241.548752,644,77.1912
224.816553,342,77.987849
202.61982,394,78.957736
-10.410172,263,79.504946
-2.674443,254,80.090308
-20.710272,247,80.651938
-42.69304,309,81.390124
-51.135362,189,81.847385
229.607092,474,82.972833
-40.57526,247,83.545706
-70.482618,246,84.141966
-30.500904,249,84.758552
-10.031034,240,85.39825
-51.245102,235,85.825333
226.604979,322,86.495668
-26.669517,301,87.173561
230.745956,360,88.050091
230.15456,284,88.756792
-35.649129,255,89.349156
227.157797,855,91.252193
-11.713009,243,91.767606
195.356379,474,92.684558
-55.699659,270,93.265313
0.486205,268,93.691043
-32.441649,290,94.345668
4.581694,235,94.900186
231.16875,283,95.531613
223.908921,334,96.381373
222.076373,333,97.197826
-16.434096,287,97.858238
265.186245,244,98.254434
211.32971,731,99.810323
252.934031,300,100.450273
234.925945,308,101.172022
-23.771719,213,101.682929
-15.810511,318,102.505345
236.802973,419,103.241812
257.784581,407,104.062407
260.420202,315,104.821799
233.85647,324,105.632087
259.254913,306,106.443394
223.126896,381,107.350422
-23.33993,212,107.846649
228.700511,342,108.660941
15.273798,225,109.204654
266.334094,434,110.248502
212.264061,704,111.813217
223.291219,685,113.511871
251.159992,320,114.26782
208.264913,989,116.472045
234.715427,415,117.38477
-1.400833,211,117.796691
198.540297,423,118.797087
218.461751,454,119.841751
6.842802,179,120.213565
196.462277,522,121.412682
190.540082,690,123.062104
163.717277,903,125.191417
12.622261,1000,127.537251
-0.190347,1000,129.583802
-55.005066,1000,131.53854
9.769848,192,131.999879
259.500558,309,132.772262
-14.43077,1000,134.928294
-14.500192,1000,137.289215
2.896258,1000,139.581467
-4.305701,178,139.981858
18.470257,200,140.333821
13.390106,1000,142.344347
-73.040645,1000,144.605984
-58.390294,1000,146.97752
286.39365,269,147.623673
244.305204,501,148.776904
-19.093266,1000,151.173129
303.82343,249,151.761314
167.130468,1000,154.218886
-17.608394,1000,156.582129
-20.306729,1000,158.98893
-28.426641,1000,161.111722
-25.419475,1000,163.417535
274.013676,301,164.21648
-2.605774,1000,166.652251
-28.239711,1000,169.03178
-28.948975,1000,171.20159
-2.841084,1000,173.503706
2.240786,1000,176.019008
-40.513829,1000,178.411169
-38.183388,1000,180.856869
-37.463255,1000,183.219295
-24.449883,1000,185.692032
-59.460927,1000,188.112776
-30.707045,1000,190.498547
29.702976,262,191.081296
-42.580202,1000,193.406292
-56.676436,1000,195.548496
5.011482,1000,197.953017
-22.599486,1000,200.210511
-44.017077,1000,202.675161
12.157409,1000,205.075995
-54.317303,1000,207.473986
-51.851516,1000,209.495338
-6.009834,1000,211.65592
-7.705149,1000,213.604527
-22.492633,1000,215.75295
-25.84222,1000,217.904517
-27.769284,1000,219.936601
-11.892733,1000,222.131213
-31.153184,1000,224.256823
-50.466201,1000,226.389958
-33.646031,1000,228.594676
-43.955848,1000,230.60886
-37.583876,1000,232.739592
-29.760494,1000,234.895424
-16.33636,1000,237.050817
-59.700625,1000,239.234663
-67.587537,1000,241.34268
-9.854353,1000,243.546762
-26.666352,1000,245.496313
-37.185723,1000,247.601583
-17.236356,1000,249.632675
-71.640368,1000,251.476375
-29.906537,1000,253.680974
-15.636403,1000,255.862682
-28.186193,1000,257.726728
