#{"t_start": 1786688469.073518, "env_id": "LunarLander-v3"}
r,l,t
-351.158977,123,0.075294
-131.249228,91,0.09701
-207.867674,68,0.115407
-28.939202,100,0.135961
-165.300501,102,0.155358
-402.625129,96,0.173981
-157.741211,85,0.1913
-229.135721,81,0.207236
-119.822411,103,0.228838
-428.380855,88,0.245836
-259.81245,93,0.291045
-131.687677,87,0.376432
-45.753159,141,0.520005
-91.698024,102,0.632875
-136.256534,72,0.700918
-336.780357,113,0.814419
-335.484469,115,0.925354
-237.924348,94,1.03478
-410.818635,89,1.131395
-275.116065,97,1.231504
-95.373995,71,1.302018
-98.441672,92,1.399795
-291.97957,141,1.546036
-392.833599,162,1.716115
-147.814014,82,1.799693
-370.081639,267,2.101988
-240.931084,182,2.293717
-190.025959,149,2.470365
-65.581882,108,2.592441
-79.281969,131,2.741496
-125.280208,77,2.831589
-221.301542,141,2.977566
-165.588031,158,3.220183
-234.951179,148,3.390755
-105.120352,110,3.519469
-101.559883,232,3.764273
-108.89761,107,3.89477
-212.592814,227,4.195265
-117.070324,168,4.39034
-285.628341,262,4.685029
-98.929917,454,5.211886
-284.552213,144,5.381923
-139.330143,398,5.861308
-91.937881,125,6.010652
-126.708333,172,6.217563
-324.843012,215,6.485729
-286.002798,267,7.225605
-90.503136,339,7.918955
-291.922841,118,8.103719
-179.435987,198,8.425761
-218.399333,169,8.701937
-337.609081,135,8.893709
-134.160128,285,9.289656
-138.826535,1000,11.072524
-338.125668,165,11.311782
-243.801367,181,11.570573
-105.919223,1000,13.545165
-107.105577,1000,15.025908
-52.487053,1000,16.430015
-82.393658,1000,17.81166
-56.469795,1000,19.177812
-216.288788,992,20.566074
-46.098241,1000,22.136449
-206.523498,844,23.337814
-173.278925,817,24.477834
-172.297831,946,25.757063
-170.487213,597,26.581747
67.073466,806,27.689185
-120.711681,327,28.131968
-125.567448,320,28.576952
-136.24869,388,29.127463
-140.56248,339,29.596083
29.267201,1000,30.973278
-178.190981,330,31.446236
-118.298969,312,31.903317
89.148016,819,33.037829
-148.206831,363,33.531187
15.3356,1000,34.937606
-101.210376,310,35.378765
-57.551653,172,35.637722
-151.570739,424,36.217456
156.736991,717,37.21984
-103.068138,359,37.725322
-158.751248,420,38.31242
-98.830044,262,38.686479
109.066,828,39.892162
-127.377522,467,40.538017
-113.129513,339,41.024793
-55.804322,1000,42.533602
-109.577931,1000,43.973319
177.203495,936,45.292683
-337.036641,966,46.682112
-25.227271,1000,48.110209
11.475471,1000,49.524102
-76.562623,183,49.769142
-44.927569,1000,51.366289
-9.751585,1000,52.760135
185.83426,603,53.621598
-35.437715,1000,55.009654
-115.012973,1000,56.382727
-136.735655,1000,57.775165
-96.015199,1000,59.187165
-63.733711,1000,60.591503
-33.356841,270,61.054306
-102.49993,530,61.864083
51.201054,1000,63.296211
-86.040471,1000,64.731819
-89.772263,1000,66.141791
-114.435668,1000,67.535294
8.716323,1000,68.966
