#{"t_start": 1786229409.30599, "env_id": "LunarLander-v3"}
r,l,t
-92.469357,67,0.109845
-78.769102,70,0.195603
-176.395007,93,0.332213
-91.743915,73,0.434931
-161.718177,112,0.575282
-185.481484,128,0.74605
-147.091569,99,0.859989
-173.394922,65,0.931276
-121.670598,118,1.065438
-545.526249,98,1.165414
-140.869016,67,1.240568
-128.072242,89,2.262267
-97.539578,79,2.368225
-165.098265,70,2.450157
-287.229647,129,2.691678
-63.118394,65,2.829926
-98.716075,74,2.948197
-265.201625,107,3.107367
-62.18352,105,3.258653
-192.846729,95,3.390272
-404.305027,78,3.492126
-112.257222,91,3.616982
-451.194156,112,4.797683
-227.776385,141,4.999232
-126.269163,65,5.08863
-225.528583,93,5.244667
-388.023692,96,5.372341
58.937161,1000,7.753802
-10.968291,113,8.140159
-285.711808,96,8.414995
-95.974745,83,8.555449
-229.586279,72,8.647316
-240.335723,98,8.809648
-94.816047,75,8.925568
-182.212331,116,10.279605
-7.805024,70,10.357154
-25.601876,108,10.481101
-261.473619,109,10.605106
-95.907291,115,10.728102
-133.208115,65,10.79754
-198.844306,100,10.912437
-269.475903,113,11.022936
-247.747739,121,11.148058
-100.340635,79,11.235775
-61.270364,61,11.293523
-81.977174,85,12.250069
-154.355592,130,12.384857
-294.545154,121,12.525842
-73.468432,111,12.650928
-140.286574,162,12.822466
-144.469405,64,12.887216
-86.193704,91,12.984217
-145.320309,71,13.065346
-64.148259,130,13.207541
-305.33799,106,13.329126
-128.635315,78,14.760015
-176.504843,124,14.888993
-90.583746,87,14.975769
-93.798149,88,15.065715
-60.296933,74,15.141954
-120.840627,82,15.219764
-188.062322,106,15.335119
-52.188555,76,15.407513
-64.927035,80,15.495804
-135.307338,88,15.595077
-140.415342,124,15.72724
-87.43748,171,16.789377
-126.083483,82,16.935434
-179.544528,86,17.091154
-134.056023,142,17.311615
-46.233897,76,17.397101
-245.655565,142,17.551919
-136.427134,118,17.674609
-100.486269,78,17.756757
-266.877708,111,17.8686
-127.261896,100,18.832799
-221.381072,88,18.977019
-216.043824,115,19.122257
-44.410638,76,19.207803
