#{"t_start": 1787089988.0528274, "env_id": "LunarLander-v3"}
r,l,t
-127.629765,113,0.142347
-152.818656,103,0.255291
-98.242945,97,0.377274
-85.472007,133,0.540359
-77.283706,79,0.636704
-270.205228,111,0.771775
-57.87653,62,0.84843
-143.127834,98,0.972976
-360.084489,84,1.078673
-39.878118,109,1.163461
-138.696169,64,1.238926
-94.111556,68,1.32536
-183.958717,87,1.427285
-10.379039,95,1.554616
-121.273113,68,1.641851
-139.671195,106,1.760194
-450.500943,122,1.922643
-537.554173,109,2.06118
-400.628216,138,2.171367
-124.371456,94,2.297723
-164.707233,74,2.386778
-78.064511,65,2.45626
-149.645204,111,2.595134
-141.911757,85,2.693282
-127.874374,122,2.834962
-134.380198,136,2.995307
-227.455911,70,3.053757
-314.622561,99,3.117421
-127.776386,75,3.16644
-146.8374,75,3.221653
-157.360015,65,3.261089
-128.018524,94,3.342721
-402.672693,85,3.455882
-205.687837,102,3.574773
-267.793541,98,3.688562
-280.361911,79,3.767458
-326.55099,119,3.920163
-143.223193,101,4.038773
-242.787934,100,4.147347
-139.421178,120,4.294229
-112.414284,92,4.405651
-567.151694,93,4.510544
-135.741024,74,4.575268
-216.142327,110,10.423405
-498.419936,95,10.498445
-389.389989,123,10.655141
-87.793072,72,10.744922
-170.000183,120,10.886069
-248.495338,102,11.007542
-191.417144,83,11.107865
-94.577693,64,11.174437
-112.325175,69,11.219918
-93.266159,75,11.29259
-157.855715,70,11.369818
-103.671545,103,11.501026
-71.254024,67,11.580505
-130.793901,83,11.681257
-83.311724,113,11.81535
-224.997385,77,11.944263
-92.412791,70,12.035645
-2.161492,105,12.157803
-137.906704,97,12.280998
-283.983796,95,12.394936
-151.563072,128,12.5394
-121.523201,89,12.64876
-137.403096,124,12.801097
-160.047347,114,12.933554
-254.187749,97,13.050945
-135.645028,137,13.1551
-175.403773,100,13.235685
-395.653909,99,13.305376
-228.809166,82,13.35454
-103.53767,63,13.391829
-247.966653,91,13.487438
-80.650812,81,13.594488
-141.27867,82,13.693955
-76.011935,62,13.765714
-62.429093,64,13.827385
-120.416084,82,13.880696
-62.001874,92,13.963883
-59.073173,150,14.140029
-151.222089,90,14.247711
-45.067447,135,14.410277
-281.675863,103,14.533757
-116.890181,76,14.622491
-319.326705,147,14.793689
-67.762612,97,20.58401
-233.613028,118,20.727469
-151.375459,94,20.840111
-166.494125,95,20.950728
-216.114185,90,21.057434
-525.129029,94,21.169185
-105.4545,74,21.266334
-274.600669,124,21.409673
-238.375046,89,21.470323
-120.955807,81,21.516299
-84.356559,69,21.568873
-121.917678,90,21.641823
-127.61728,77,21.734312
-340.143753,114,21.866492
-319.698336,101,21.98362
