#{"t_start": 1786687034.5612483, "env_id": "LunarLander-v3"}
r,l,t
-3.442304,71,0.043314
-414.987905,88,0.071474
-130.885831,62,0.093667
-338.353129,128,0.133492
-331.297186,76,0.162046
-231.403016,106,0.192859
-84.651386,59,0.204682
-111.212243,88,0.220747
-116.280852,85,0.237921
-94.711162,112,0.260045
-372.069476,74,0.274373
-451.167676,92,0.335083
-79.816399,148,0.496838
-136.187014,65,0.574763
-214.310346,138,0.801348
-427.090048,110,0.93735
-294.845617,95,1.042048
-75.52795,110,1.163131
-208.569061,116,1.297842
-323.71049,114,1.424242
-207.33767,116,1.553657
-281.661918,138,1.720549
-120.524659,162,1.909329
-96.430685,80,1.998461
-83.889154,114,2.125353
-120.966114,179,2.328771
-98.605298,107,2.460274
-429.201444,95,2.573109
-297.294694,118,2.718438
-62.733702,108,2.848716
-152.322487,86,2.940206
-17.345488,154,3.140612
-40.998948,161,3.331404
-120.602315,162,3.528033
-3.953372,102,3.640182
-203.49527,138,3.800133
-227.948064,163,3.993701
-276.395181,117,4.23108
-229.646813,150,4.413891
-205.208435,161,4.608552
-134.494531,152,4.795662
-160.169058,170,4.997961
-241.942293,360,5.43511
-0.907281,1000,7.184376
-136.465858,204,7.51435
-80.542726,141,7.69511
-210.28661,186,8.055583
-262.539285,232,8.427387
-29.030565,1000,9.945671
-272.900946,375,10.422163
-364.256991,217,10.704443
-133.113466,1000,11.971666
-332.178227,171,12.173009
-105.422324,1000,13.393954
-285.23997,173,13.609281
-123.756164,1000,14.814004
-227.878847,279,15.152638
-187.31306,314,15.546248
-156.312008,1000,16.771608
-119.464496,1000,18.100362
136.128104,864,19.171076
37.874326,316,19.561919
-105.61178,1000,20.771349
-131.701973,1000,22.025457
-80.907328,1000,23.24064
-64.536288,1000,24.416603
-63.858126,1000,25.626508
-101.020062,1000,26.877396
-111.417142,1000,28.195732
-92.084341,1000,29.448868
-169.076432,776,30.391873
-96.794564,1000,31.605543
-82.605373,1000,32.83192
-97.67714,1000,34.037834
-49.288271,1000,35.300925
-60.84686,1000,36.534526
-35.241659,1000,37.739892
-52.859455,1000,38.91925
-202.951447,958,40.023055
-46.716682,1000,41.230722
-178.418656,861,42.261491
-44.496352,1000,43.451025
-70.091052,1000,44.630032
-43.829399,1000,45.818654
-81.567093,1000,47.450902
-57.439217,1000,49.02751
-124.688687,1000,50.399087
-131.34794,542,51.053568
2.738581,1000,52.526514
-41.020509,1000,53.762
-72.007678,1000,54.965549
-42.567828,1000,56.317476
-66.083685,1000,57.537453
67.898928,1000,58.876764
-83.758395,1000,60.088635
-10.936324,1000,61.283041
-33.74151,1000,62.476997
